,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,measles,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,population,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing
516,45.7,2004.0,544.6882,0.11901,0.016535,1.5,46.943119365451594,1233.0,21.9,45.0,4.1,51.0,12.0,313.21598,3960000.0,10.0,0.8,0.315,5.7,54.18106,610.0,4.19611,4.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
517,45.9,2005.0,539.4114,0.118105,0.016285,1.5,49.81720422467879,471.0,22.0,47.0,4.29,54.0,11.2,327.1149461,4038000.0,9.9,0.9,0.319,5.9,53.1523,620.0,4.76289,4.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
518,46.3,2006.0,530.1434,0.116585,0.01583,1.54,48.79065398213652,3.0,22.1,47.0,3.99,51.0,10.0,347.673678,4118000.0,9.7,1.0,0.323,6.0,52.12411,680.0,4.46036,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
519,46.8,2007.0,515.6028,0.115255,0.01539,1.5,47.34608455733769,49.0,22.1,46.0,4.4,48.0,9.0,397.148467,4198000.0,9.6,1.1,0.33,6.2,51.09652,740.0,4.77106,5.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
520,47.6,2008.0,495.2692,0.113515,0.014945,1.52,46.1719357480265,12.0,22.2,46.0,4.3,45.0,8.3,456.8614334,4273000.0,9.4,1.2,0.338,6.3,50.06883,770.0,4.02207,5.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
521,48.6,2009.0,470.131,0.111575,0.014445,1.56,42.0,11.0,22.3,45.0,3.58,42.0,7.3,449.961839,4338000.0,9.3,1.3,0.345,6.4,49.04075,830.0,4.34509,5.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
522,49.2,2010.0,457.9922,0.109915,0.01387,1.67,45.0,2.0,22.4,46.0,3.9,45.0,6.6,446.4434494,4387000.0,9.1,1.4,0.352,6.6,48.01232,880.0,3.74203,5.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
523,49.8,2011.0,449.8885,0.10749,0.013255,1.66,47.0,679.0,22.5,47.0,3.73,47.0,5.8,494.336779,4419000.0,9.0,1.5,0.361,6.8,46.98291,910.0,3.82266,6.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
524,53.0,2012.0,445.1821,0.10519,0.012665,0.01,47.0,141.0,22.6,47.0,3.62,47.0,5.1,486.41114,4436000.0,8.8,1.6,0.366,7.1,45.95258,950.0,3.87417,6.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
525,49.9,2013.0,466.7475,0.103385,0.01217,0.01,23.0,596.0,22.6,23.0,3.82,23.0,5.1,337.4849614,4448000.0,8.6,1.8,0.37,7.1,46.0378,600.0,4.84335,6.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
526,58.0,2014.0,443.838,0.10027,0.01167,0.01,47.0,210.0,22.7,47.0,4.2,47.0,4.5,377.132274,4464000.0,8.5,1.9,0.345,7.1,46.12954,-244.26280818389932,4.85325,6.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
527,52.5,2015.0,418.1692,0.09725,0.01086,1.3749335974818848,47.0,150.0,22.8,47.0,5.735235259789711,47.0,4.4,348.381417,4493000.0,8.4,2.1,0.347,7.1,46.22808,-1466.9078264234195,6.30899,7.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
528,47.6,2000.0,412.8983,0.111365,0.02491,0.25,36.711580711500574,3546.0,20.9,3.0,6.28,36.0,4.6,166.231785,8356000.0,11.6,0.4,0.0,4.7,41.41298,730.0,5.4575,2.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
529,48.0,2001.0,409.435,0.109645,0.02418,0.3,31.340199778472424,24908.0,21.0,26.0,6.9,26.0,4.8,197.3156442,8678000.0,11.4,0.4,0.3,4.9,41.2723,700.0,5.29329,3.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
530,48.1,2002.0,412.1411,0.107705,0.023515,0.36,34.23699613223721,7277.0,21.1,31.0,8.33,25.0,5.0,22.854821,9019000.0,11.2,0.5,0.303,5.1,41.12691,330.0,7.26789,3.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
531,48.4,2003.0,411.7055,0.105695,0.022925,0.42,32.72799043657369,15801.0,21.2,36.0,5.49,23.0,5.1,292.5914364,9374000.0,11.1,0.5,0.284,5.4,40.97767,710.0,5.50941,3.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
532,48.5,2004.0,412.5156,0.103825,0.02237,0.34,31.580086311307696,10324.0,21.2,31.0,5.72,21.0,5.2,454.6765879,9735000.0,10.9,0.6,0.301,5.6,40.82414,1100.0,5.50012,3.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
533,48.6,2005.0,412.3983,0.10206,0.021815,0.42,35.26836838560939,2.0,21.3,37.0,3.91,25.0,5.2,66.2421396,10097000.0,10.6,0.6,0.306,5.6,40.66631,1380.0,4.84111,3.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
534,48.5,2006.0,418.9948,0.100485,0.021185,0.41,25.940914743618123,1594.0,21.4,49.0,3.32,4.0,5.1,712.1847694,10457000.0,10.4,0.7,0.303,5.5,40.50416,1660.0,4.86643,3.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
535,49.4,2007.0,400.2365,0.09883,0.020535,0.42,37.93551347272751,441.0,21.5,38.0,3.35,28.0,4.9,81.683884,10818000.0,10.2,0.7,0.306,5.7,40.33812,1620.0,4.34313,4.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
536,49.6,2008.0,400.3601,0.097245,0.019935,0.45,17.0,63.0,21.5,3.0,2.92,19.0,4.7,929.772391,11184000.0,10.0,0.8,0.338,6.0,40.16732,1640.0,4.05955,4.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
537,57.0,2009.0,380.1654,0.095255,0.019305,0.47,24.0,165.0,21.6,32.0,3.31,24.0,4.4,84.455939,11560000.0,9.8,0.9,0.343,6.3,39.99219,1650.0,4.44167,4.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
538,51.2,2010.0,373.4454,0.093185,0.01862,0.5,39.0,194.0,21.6,43.0,2.95,39.0,4.1,896.5697341,11952000.0,9.6,0.9,0.36,6.7,39.82036,1850.0,4.06023,4.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
539,51.6,2011.0,370.3137,0.091125,0.01785,0.56,33.0,8650.0,21.7,4.0,3.17,33.0,3.9,989.2363633,12361000.0,9.4,1.0,0.37,6.7,39.65167,1850.0,3.91047,4.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
540,51.8,2012.0,370.5923,0.08891,0.017155,0.62,4.0,120.0,21.7,51.0,3.0,4.0,3.6,973.472574,12785000.0,9.2,1.1,0.381,7.3,39.48639,1930.0,3.85608,5.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
541,52.2,2013.0,369.5422,0.08676,0.0165,0.64,39.0,226.0,21.8,46.0,3.42,39.0,3.1,986.13177,13220000.0,9.0,1.2,0.387,7.3,39.32389,2000.0,4.06645,5.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
542,52.6,2014.0,374.4666,0.08467,0.0159,0.01,37.0,1275.0,21.8,44.0,3.62,37.0,2.9,125.998515,13664000.0,8.8,1.3,0.39,7.3,39.16402,2255.230883566379,4.27317,5.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
543,53.1,2015.0,366.9976,0.08268,0.015275,1.9046797276847371,46.0,418.0,21.9,52.0,5.174788949604448,46.0,2.8,777.248751,14111000.0,8.6,1.4,0.394,7.3,39.00699,1688.3827031044275,4.52395,5.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
544,77.3,2000.0,102.7769,0.00924,0.00043,6.24,81.81461775826187,0.0,26.6,91.0,6.4,91.0,0.1,511.368479,15342000.0,1.1,9.6,0.755,13.5,95.68061,9320.0,7.03518,20.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
545,77.3,2001.0,105.6688,0.00871,0.0004,6.1,86.84294096629992,0.0,26.7,96.0,6.51,97.0,0.1,4595.666327,15516000.0,1.1,9.9,0.761,13.7,96.01058,9720.0,7.15104,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
546,77.8,2002.0,100.4156,0.00832,0.00038,6.06,87.47278449378223,0.0,26.8,97.0,6.48,97.0,0.1,4463.545867,15684000.0,1.0,10.2,0.768,13.9,96.32163,9940.0,7.26602,21.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
547,77.9,2003.0,100.3864,0.008045,0.00038,6.37,87.98152075518851,1.0,26.9,96.0,7.34,96.0,0.1,4787.699532,15850000.0,1.0,10.4,0.775,14.0,96.58852,10320.0,7.3333,21.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
548,78.0,2004.0,97.85802,0.00797,0.000355,6.32,86.33252081957471,0.0,26.9,94.0,6.93,93.0,0.1,621.828325,16015000.0,1.0,10.7,0.781,14.3,96.85381,10880.0,6.90115,22.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
549,78.4,2005.0,94.6391,0.00788,0.00036,7.57,84.38566894895894,0.0,27.0,92.0,6.69,91.0,0.1,7615.3468,16183000.0,1.0,11.0,0.79,14.6,97.11694,11700.0,6.58872,22.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
550,78.9,2006.0,93.25867,0.007745,0.000355,7.33,95.0,0.0,27.1,94.0,6.18,94.0,0.1,9484.681227,16355000.0,0.9,11.4,0.796,14.9,97.37846,13400.0,6.03517,23.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
551,78.9,2007.0,92.91891,0.00768,0.000355,7.39,92.0,0.0,27.2,95.0,6.35,96.0,0.1,1526.87746,16530000.0,0.9,11.7,0.797,14.8,97.63802,14660.0,6.17538,23.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
552,79.6,2008.0,91.13287,0.007705,0.000325,7.31,95.0,0.0,27.3,95.0,6.87,95.0,0.1,1781.3668,16708000.0,0.9,12.0,0.804,15.2,97.89596,14950.0,6.74048,24.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
553,79.3,2009.0,94.31881,0.00745,0.00033,7.67,94.0,1.0,27.3,94.0,7.39,94.0,0.1,1243.32824,16886000.0,0.9,12.4,0.816,15.3,98.15199,14840.0,7.20918,24.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
554,79.1,2010.0,93.62885,0.007385,0.000345,7.93,92.0,0.0,27.4,92.0,6.97,92.0,0.1,1286.17764,17063000.0,0.8,12.7,0.815,15.2,98.40616,17010.0,6.77489,25.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
555,79.8,2011.0,90.39024,0.007285,0.0003,7.26,94.0,6.0,27.5,93.0,7.0,94.0,0.1,1475.69242,17234000.0,0.8,13.1,0.82,15.4,98.65868,19040.0,6.77179,25.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
556,79.9,2012.0,89.08683,0.00727,0.0003,6.76,9.0,0.0,27.6,9.0,7.24,9.0,0.1,15431.9293,17400000.0,0.8,13.5,0.826,15.5,98.90936,20140.0,7.02092,26.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
557,81.0,2013.0,89.92947,0.00738,0.0003,7.2,9.0,0.0,27.7,9.0,7.53,91.0,0.1,15941.39722,17572000.0,0.8,13.9,0.831,15.6,99.1583,21030.0,7.44478,26.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
558,83.0,2014.0,88.27959,0.00758,0.000275,7.16,95.0,0.0,27.8,95.0,7.79,95.0,0.1,14817.37778,17759000.0,0.8,14.4,0.841,16.2,99.40007,26294.751010867127,7.8073,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
559,85.0,2015.0,88.14423,0.00754,0.00028,5.931963519676316,97.0,9.0,27.9,96.0,7.69415249668679,96.0,0.1,13653.2264,17969000.0,0.8,14.8,0.845,16.3,99.60089,26195.91739959972,8.30269,27.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
560,71.7,2000.0,110.3129,0.02827,0.00183,3.06,6.0,71093.0,22.4,86.0,4.6,85.0,0.1,959.372181,1290551040.0,5.8,2.1,0.583,9.5,80.39258,2830.0,4.47342,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
561,72.2,2001.0,105.0226,0.02565,0.00156,2.84,65.0,88962.0,22.5,86.0,4.56,86.0,0.1,153.1824,1299129984.0,5.7,2.3,0.592,9.6,80.73117,3100.0,4.22035,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
562,72.7,2002.0,101.0378,0.02365,0.00138,2.91,7.0,58341.0,22.5,86.0,4.79,86.0,0.1,1148.5857,1307352064.0,5.5,2.5,0.6,9.7,81.70317,3430.0,4.34825,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
563,73.1,2003.0,98.62061,0.02223,0.00121,2.96,75.0,71879.0,22.6,87.0,4.82,86.0,0.1,1288.642924,1315303936.0,5.3,2.7,0.61,9.9,82.65153,3840.0,4.38032,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
564,73.5,2004.0,96.74129,0.020915,0.001065,3.04,79.0,70549.0,22.7,87.0,4.72,87.0,0.1,158.668462,1323085056.0,5.2,3.0,0.622,10.2,83.57525,4330.0,4.2569,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
565,73.9,2005.0,95.0537,0.01954,0.00096,2.92,84.0,124219.0,22.8,87.0,4.66,87.0,0.1,1753.4178,1330776064.0,5.0,3.4,0.634,10.6,84.47221,4930.0,4.14222,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
566,74.2,2006.0,93.44609,0.018215,0.00084,3.28,91.0,99602.0,22.8,94.0,4.52,93.0,0.1,299.229676,1338408960.0,4.8,3.8,0.646,11.0,85.33264,5720.0,3.91871,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
567,74.4,2007.0,92.03709,0.01701,0.00073,3.88,92.0,109023.0,22.9,94.0,4.32,93.0,0.1,2695.366223,1345993984.0,4.7,4.3,0.659,11.4,86.16128,6700.0,3.65868,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
568,74.5,2008.0,92.63512,0.016055,0.00076,4.27,95.0,131441.0,23.0,99.0,4.59,97.0,0.1,3471.247547,1353569024.0,4.5,4.8,0.672,11.9,86.9636,7480.0,3.87723,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
569,74.9,2009.0,89.27793,0.014885,0.00061,4.88,99.0,52461.0,23.1,99.0,5.8,99.0,0.1,3838.434292,1361169024.0,4.4,5.5,0.682,12.2,87.73784,8120.0,4.32182,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
570,75.0,2010.0,87.96339,0.01386,0.000565,5.75,99.0,38159.0,23.2,99.0,4.89,99.0,0.1,456.512487,1368811008.0,4.2,6.2,0.691,12.5,88.48477,9010.0,4.20799,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
571,75.2,2011.0,86.39826,0.0128,0.000535,5.63,99.0,9943.0,23.3,99.0,5.3,99.0,0.1,5633.79616,1376498048.0,4.0,7.0,0.7,12.8,89.19269,9940.0,4.32551,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
572,75.4,2012.0,85.01767,0.011765,0.000485,5.74,99.0,6183.0,23.4,99.0,5.26,99.0,0.1,6337.882993,1384205952.0,3.9,7.8,0.703,12.4,89.8685,10890.0,4.5494,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
573,75.6,2013.0,83.8678,0.010715,0.000455,5.79,99.0,26883.0,23.5,99.0,5.39,99.0,0.1,777.77594,1391883008.0,3.7,8.7,0.713,12.7,90.51711,11850.0,4.71002,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
574,75.8,2014.0,82.72624,0.009815,0.000405,5.78,99.0,52628.0,23.6,99.0,5.55,99.0,0.1,7683.5238,1399453952.0,3.6,9.7,0.723,13.1,91.13934,22600.68759247315,4.77323,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
575,76.1,2015.0,81.5249,0.009085,0.000375,3.6330607571775317,99.0,42361.0,23.7,99.0,5.8355821052821355,99.0,0.1,869.211938,1406848000.0,3.5,10.7,0.734,13.5,91.73492,21559.03594984114,4.88872,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
576,71.4,2000.0,171.4431,0.022295,0.000985,4.66,78.0,1.0,24.8,82.0,5.91,79.0,0.1,2472.197831,39630000.0,2.5,3.5,0.65,11.3,90.93352,6520.0,5.6523,15.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
577,71.5,2001.0,170.0685,0.021515,0.00097,4.43,8.0,3.0,24.9,83.0,5.96,8.0,0.1,2395.856551,40256000.0,2.5,3.6,0.653,11.4,91.36841,6650.0,5.96032,15.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
578,71.8,2002.0,168.6305,0.02054,0.00095,4.45,78.0,139.0,25.0,83.0,5.67,81.0,0.1,2355.725857,40875000.0,2.5,3.8,0.656,11.5,91.79565,6790.0,5.75026,16.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
579,72.4,2003.0,155.0178,0.019595,0.000885,4.25,92.0,0.0,25.1,92.0,5.92,92.0,0.1,2246.257472,41484000.0,2.4,3.9,0.659,11.6,92.21532,7040.0,5.79249,16.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
580,72.8,2004.0,151.8075,0.018755,0.00086,4.26,89.0,0.0,25.2,89.0,5.37,89.0,0.1,274.249442,42076000.0,2.4,4.1,0.658,11.3,92.6273,7490.0,5.81643,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
581,73.1,2005.0,144.2845,0.018,0.000835,4.38,93.0,0.0,25.3,93.0,5.82,93.0,0.1,3386.256,42648000.0,2.3,4.3,0.658,11.1,93.03168,7970.0,6.08541,17.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
582,73.1,2006.0,145.5327,0.01755,0.00079,4.53,93.0,0.0,25.4,94.0,6.11,93.0,0.1,379.78776,43201000.0,2.3,4.5,0.669,11.5,93.4286,8640.0,6.35237,17.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
583,73.5,2007.0,140.6289,0.017265,0.000765,4.66,93.0,0.0,25.4,93.0,6.25,93.0,0.1,4674.21961,43738000.0,2.3,4.7,0.675,11.9,93.81797,9320.0,6.50602,18.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
584,73.5,2008.0,141.9983,0.017045,0.00074,4.45,92.0,0.0,25.5,92.0,6.62,92.0,0.1,5433.7245,44255000.0,2.2,4.9,0.683,12.2,94.20013,9670.0,6.8554,18.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
585,73.6,2009.0,146.6304,0.01682,0.000715,4.34,92.0,0.0,25.6,92.0,7.1,92.0,0.1,5148.422113,44750000.0,2.2,5.1,0.691,12.4,94.57518,9780.0,7.30832,19.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
586,73.6,2010.0,145.5865,0.0165,0.000705,4.28,88.0,0.0,25.7,88.0,6.76,88.0,0.1,625.65544,45223000.0,2.2,5.3,0.695,12.8,94.94308,10130.0,7.08266,19.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
587,74.2,2011.0,140.082,0.015995,0.000675,4.37,85.0,6.0,25.8,85.0,6.64,85.0,0.1,7227.73968,45663000.0,2.1,5.6,0.7,13.0,95.30396,10790.0,6.7907,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
588,74.3,2012.0,139.7534,0.0154,0.000645,4.44,92.0,1.0,25.9,91.0,6.93,91.0,0.1,7884.984429,46076000.0,2.1,5.8,0.707,13.2,95.65812,11340.0,6.75231,20.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
589,74.4,2013.0,139.2865,0.014855,0.00059,4.41,91.0,1.0,26.0,91.0,6.84,91.0,0.1,83.5863,46495000.0,2.1,6.1,0.712,13.3,96.00555,11890.0,7.2627,20.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
590,74.6,2014.0,138.8293,0.014225,0.00059,4.38,9.0,0.0,26.0,9.0,7.2,9.0,0.1,7913.383432,46968000.0,2.1,6.4,0.72,13.6,96.34635,4089.3360375560587,7.14658,21.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
591,74.8,2015.0,138.1038,0.013735,0.000565,5.074375224616688,91.0,1.0,26.1,91.0,7.203494834449344,91.0,0.1,644.525556,47521000.0,2.0,6.7,0.724,13.6,96.68085,1786.1126195093093,7.29742,21.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
592,59.5,2000.0,272.1266,0.078065,0.008035,0.09,15.11421526026993,0.0,22.8,7.0,3.56,7.0,0.1,375.8528566,542000.0,8.0,0.8,0.0,8.2,90.94792,1250.0,12.24033,4.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
593,59.5,2001.0,271.8683,0.07796,0.00802,0.08,15.796518144063384,0.0,22.9,7.0,2.86,7.0,0.1,395.9319363,556000.0,7.9,0.8,0.0,8.5,90.84136,1290.0,10.93495,4.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
594,59.5,2002.0,271.4693,0.07811,0.008005,0.08,81.80205536229823,0.0,23.0,98.0,3.39,89.0,0.1,433.2691451,569000.0,7.8,0.9,0.0,8.8,90.00564,1320.0,10.95779,4.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
595,59.6,2003.0,270.6564,0.07806,0.008005,0.26,28.0,0.0,23.1,8.0,3.65,8.0,0.1,544.566526,583000.0,7.7,1.0,0.0,9.2,89.1716,1340.0,10.32618,4.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
596,59.8,2004.0,268.7148,0.077625,0.007935,0.27,77.0,0.0,23.2,73.0,3.96,76.0,0.1,616.4197236,597000.0,7.6,1.1,0.0,9.5,88.33926,1340.0,10.31825,4.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
597,60.0,2005.0,265.8488,0.07654,0.00776,0.24,68.0,912.0,23.3,67.0,4.32,68.0,0.1,621.93372,612000.0,7.5,1.2,0.434,9.7,87.50908,1410.0,9.8587,5.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
598,63.0,2006.0,262.3686,0.075015,0.007505,0.25,69.0,85.0,23.4,69.0,4.57,69.0,0.1,648.38717,626000.0,7.4,1.3,0.451,9.9,86.68151,1440.0,9.70106,5.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
599,66.0,2007.0,258.694,0.07344,0.007295,0.16,75.0,0.0,23.5,75.0,4.93,75.0,0.1,72.759313,642000.0,7.4,1.4,0.459,10.0,85.85699,1450.0,9.34191,5.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
600,61.0,2008.0,254.9586,0.071665,0.007025,0.12,81.0,0.0,23.6,81.0,5.13,81.0,0.1,795.97519,657000.0,7.3,1.5,0.461,10.2,85.03592,1450.0,8.97736,5.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
601,61.3,2009.0,250.5296,0.069705,0.006775,0.17,83.0,1.0,23.7,84.0,3.82,83.0,0.1,778.5454199,673000.0,7.2,1.6,0.465,10.3,84.21875,1450.0,8.5668,5.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
602,61.8,2010.0,245.417,0.067815,0.006475,0.15,74.0,0.0,23.8,82.0,5.82,74.0,0.1,769.1742883,690000.0,7.1,1.8,0.476,10.5,83.40598,1460.0,8.51496,6.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
603,62.2,2011.0,240.542,0.06577,0.00619,0.12,83.0,3.0,23.9,85.0,6.1,83.0,0.2,829.7586885,707000.0,7.0,1.9,0.479,10.6,82.59788,1480.0,9.09871,6.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
604,62.5,2012.0,236.4991,0.06405,0.005945,0.01,89.0,1.0,24.0,85.0,7.11,86.0,0.8,788.632653,724000.0,6.9,2.1,0.484,10.8,81.79491,1520.0,7.92808,6.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
605,62.9,2013.0,232.9476,0.062145,0.005705,0.01,88.0,0.0,24.1,85.0,6.51,87.0,0.8,834.341949,742000.0,6.8,2.2,0.49,10.9,80.99757,1560.0,7.76688,6.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
606,63.2,2014.0,230.0102,0.06033,0.00544,0.01,88.0,0.0,24.2,87.0,6.75,87.0,0.8,852.954379,759000.0,6.8,2.4,0.497,11.1,80.20603,4273.737409597823,7.58468,7.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
607,63.5,2015.0,227.3448,0.05861,0.00519,1.8794710291622607,91.0,0.0,24.3,92.0,6.45700266521461,91.0,0.8,727.6463868,777000.0,6.7,2.6,0.498,11.1,80.132,4700.231144450609,7.77522,7.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
608,52.9,2000.0,416.9056,0.078785,0.012125,2.26,32.964264799153625,1678.0,22.0,31.0,2.13,33.0,7.8,-2364.359387281118,3127000.0,9.5,0.5,0.487,9.8,57.15587,2590.0,1.69392,5.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
609,52.7,2001.0,420.4048,0.077575,0.011715,2.3,32.86503616865093,2152.0,22.1,32.0,2.44,31.0,7.6,-2114.9789770930947,3218000.0,9.4,0.6,0.487,9.7,57.46333,2670.0,2.37584,5.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
610,52.6,2002.0,425.098,0.075285,0.01111,2.55,41.622863195522314,2788.0,22.2,41.0,2.45,41.0,7.2,-2457.082635604049,3310000.0,9.3,0.6,0.488,9.5,57.95336,2830.0,1.87627,5.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
611,53.2,2003.0,417.744,0.07197,0.01034,2.45,14.746823436548084,3712.0,22.3,5.0,2.61,5.0,6.8,-1806.7098234506266,3407000.0,9.1,0.7,0.492,9.4,58.44133,2920.0,2.11588,5.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
612,54.1,2004.0,407.196,0.06793,0.0095,2.58,63.27200324475211,3524.0,22.4,67.0,2.56,67.0,6.3,-2687.531448945607,3510000.0,9.0,0.7,0.497,9.2,59.50973,2790.0,2.10555,6.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
613,55.3,2005.0,391.6859,0.06329,0.008595,2.03,60.74628763697024,146.0,22.5,62.0,2.42,62.0,5.9,-2737.641910025064,3623000.0,8.8,0.8,0.496,9.4,60.57694,2940.0,1.87587,6.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
614,56.9,2006.0,366.2998,0.05873,0.007735,2.25,69.29201443680518,126.0,22.5,73.0,2.37,73.0,5.5,-2343.8937279918464,3745000.0,8.7,0.9,0.507,9.6,61.64257,3120.0,1.7824,6.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
615,58.2,2007.0,351.4531,0.054465,0.00695,2.75,64.0,84.0,22.6,71.0,2.54,72.0,5.0,-1754.9578030255798,3876000.0,8.5,1.0,0.517,9.8,62.70681,3180.0,2.24364,6.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
616,59.4,2008.0,334.2018,0.050625,0.0063,2.58,73.0,2.0,22.7,77.0,2.9,79.0,4.3,-1271.535761669802,4011000.0,8.4,1.0,0.527,10.0,63.77039,3570.0,2.55325,7.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
617,68.0,2009.0,310.3804,0.04764,0.00576,3.47,75.0,1.0,22.7,76.0,2.27,78.0,4.0,-833.9711724234221,4145000.0,8.3,1.1,0.545,10.3,64.83276,3690.0,2.22144,7.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
